ZoneId,MinLat,MinLng,MaxLat,MaxLng,Name,CreatedAt,UpdatedAt
56,34.760000000000005,34.0,34.86000000000001,34.1,Zone 56,2025-11-17 16:41:20.312479+00:00,
57,34.760000000000005,34.099999999999994,34.86000000000001,34.1,Zone 57,2025-11-17 16:41:20.312479+00:00,
58,34.86,32.3,34.96,32.4,Zone 58,2025-11-17 16:41:20.312479+00:00,
59,34.86,32.4,34.96,32.5,Zone 59,2025-11-17 16:41:20.312479+00:00,
60,34.86,32.5,34.96,32.6,Zone 60,2025-11-17 16:41:20.312479+00:00,
61,34.86,32.599999999999994,34.96,32.699999999999996,Zone 61,2025-11-17 16:41:20.312479+00:00,
62,34.86,32.699999999999996,34.96,32.8,Zone 62,2025-11-17 16:41:20.312479+00:00,
63,34.86,32.8,34.96,32.9,Zone 63,2025-11-17 16:41:20.312479+00:00,
64,34.86,32.9,34.96,33.0,Zone 64,2025-11-17 16:41:20.312479+00:00,
65,34.86,33.0,34.96,33.1,Zone 65,2025-11-17 16:41:20.312479+00:00,
66,34.86,33.099999999999994,34.96,33.199999999999996,Zone 66,2025-11-17 16:41:20.312479+00:00,
67,34.86,33.199999999999996,34.96,33.3,Zone 67,2025-11-17 16:41:20.312479+00:00,
68,34.86,33.3,34.96,33.4,Zone 68,2025-11-17 16:41:20.312479+00:00,
69,34.86,33.4,34.96,33.5,Zone 69,2025-11-17 16:41:20.312479+00:00,
70,34.86,33.5,34.96,33.6,Zone 70,2025-11-17 16:41:20.312479+00:00,
71,34.86,33.599999999999994,34.96,33.699999999999996,Zone 71,2025-11-17 16:41:20.312479+00:00,
72,34.86,33.699999999999996,34.96,33.8,Zone 72,2025-11-17 16:41:20.312479+00:00,
73,34.86,33.8,34.96,33.9,Zone 73,2025-11-17 16:41:20.312479+00:00,
74,34.86,33.9,34.96,34.0,Zone 74,2025-11-17 16:41:20.312479+00:00,
75,34.86,34.0,34.96,34.1,Zone 75,2025-11-17 16:41:20.312479+00:00,
76,34.86,34.099999999999994,34.96,34.1,Zone 76,2025-11-17 16:41:20.312479+00:00,
77,34.96,32.3,35.06,32.4,Zone 77,2025-11-17 16:41:20.312479+00:00,
78,34.96,32.4,35.06,32.5,Zone 78,2025-11-17 16:41:20.312479+00:00,
79,34.96,32.5,35.06,32.6,Zone 79,2025-11-17 16:41:20.312479+00:00,
80,34.96,32.599999999999994,35.06,32.699999999999996,Zone 80,2025-11-17 16:41:20.312479+00:00,
81,34.96,32.699999999999996,35.06,32.8,Zone 81,2025-11-17 16:41:20.312479+00:00,
82,34.96,32.8,35.06,32.9,Zone 82,2025-11-17 16:41:20.312479+00:00,
83,34.96,32.9,35.06,33.0,Zone 83,2025-11-17 16:41:20.312479+00:00,
84,34.96,33.0,35.06,33.1,Zone 84,2025-11-17 16:41:20.312479+00:00,
85,34.96,33.099999999999994,35.06,33.199999999999996,Zone 85,2025-11-17 16:41:20.312479+00:00,
86,34.96,33.199999999999996,35.06,33.3,Zone 86,2025-11-17 16:41:20.312479+00:00,
87,34.96,33.3,35.06,33.4,Zone 87,2025-11-17 16:41:20.312479+00:00,
88,34.96,33.4,35.06,33.5,Zone 88,2025-11-17 16:41:20.312479+00:00,
89,34.96,33.5,35.06,33.6,Zone 89,2025-11-17 16:41:20.312479+00:00,
90,34.96,33.599999999999994,35.06,33.699999999999996,Zone 90,2025-11-17 16:41:20.312479+00:00,
91,34.96,33.699999999999996,35.06,33.8,Zone 91,2025-11-17 16:41:20.312479+00:00,
92,34.96,33.8,35.06,33.9,Zone 92,2025-11-17 16:41:20.312479+00:00,
93,34.96,33.9,35.06,34.0,Zone 93,2025-11-17 16:41:20.312479+00:00,
94,34.96,34.0,35.06,34.1,Zone 94,2025-11-17 16:41:20.312479+00:00,
95,34.96,34.099999999999994,35.06,34.1,Zone 95,2025-11-17 16:41:20.312479+00:00,
96,35.06,32.3,35.160000000000004,32.4,Zone 96,2025-11-17 16:41:20.312479+00:00,
97,35.06,32.4,35.160000000000004,32.5,Zone 97,2025-11-17 16:41:20.312479+00:00,
98,35.06,32.5,35.160000000000004,32.6,Zone 98,2025-11-17 16:41:20.312479+00:00,
99,35.06,32.599999999999994,35.160000000000004,32.699999999999996,Zone 99,2025-11-17 16:41:20.312479+00:00,
100,35.06,32.699999999999996,35.160000000000004,32.8,Zone 100,2025-11-17 16:41:20.312479+00:00,
101,35.06,32.8,35.160000000000004,32.9,Zone 101,2025-11-17 16:41:20.312479+00:00,
102,35.06,32.9,35.160000000000004,33.0,Zone 102,2025-11-17 16:41:20.312479+00:00,
103,35.06,33.0,35.160000000000004,33.1,Zone 103,2025-11-17 16:41:20.312479+00:00,
104,35.06,33.099999999999994,35.160000000000004,33.199999999999996,Zone 104,2025-11-17 16:41:20.312479+00:00,
105,35.06,33.199999999999996,35.160000000000004,33.3,Zone 105,2025-11-17 16:41:20.312479+00:00,
106,35.06,33.3,35.160000000000004,33.4,Zone 106,2025-11-17 16:41:20.312479+00:00,
107,35.06,33.4,35.160000000000004,33.5,Zone 107,2025-11-17 16:41:20.312479+00:00,
108,35.06,33.5,35.160000000000004,33.6,Zone 108,2025-11-17 16:41:20.312479+00:00,
109,35.06,33.599999999999994,35.160000000000004,33.699999999999996,Zone 109,2025-11-17 16:41:20.312479+00:00,
110,35.06,33.699999999999996,35.160000000000004,33.8,Zone 110,2025-11-17 16:41:20.312479+00:00,
111,35.06,33.8,35.160000000000004,33.9,Zone 111,2025-11-17 16:41:20.312479+00:00,
112,35.06,33.9,35.160000000000004,34.0,Zone 112,2025-11-17 16:41:20.312479+00:00,
113,35.06,34.0,35.160000000000004,34.1,Zone 113,2025-11-17 16:41:20.312479+00:00,
114,35.06,34.099999999999994,35.160000000000004,34.1,Zone 114,2025-11-17 16:41:20.312479+00:00,
115,35.160000000000004,32.3,35.2,32.4,Zone 115,2025-11-17 16:41:20.312479+00:00,
116,35.160000000000004,32.4,35.2,32.5,Zone 116,2025-11-17 16:41:20.312479+00:00,
117,35.160000000000004,32.5,35.2,32.6,Zone 117,2025-11-17 16:41:20.312479+00:00,
118,35.160000000000004,32.599999999999994,35.2,32.699999999999996,Zone 118,2025-11-17 16:41:20.312479+00:00,
119,35.160000000000004,32.699999999999996,35.2,32.8,Zone 119,2025-11-17 16:41:20.312479+00:00,
120,35.160000000000004,32.8,35.2,32.9,Zone 120,2025-11-17 16:41:20.312479+00:00,
121,35.160000000000004,32.9,35.2,33.0,Zone 121,2025-11-17 16:41:20.312479+00:00,
122,35.160000000000004,33.0,35.2,33.1,Zone 122,2025-11-17 16:41:20.312479+00:00,
123,35.160000000000004,33.099999999999994,35.2,33.199999999999996,Zone 123,2025-11-17 16:41:20.312479+00:00,
124,35.160000000000004,33.199999999999996,35.2,33.3,Zone 124,2025-11-17 16:41:20.312479+00:00,
125,35.160000000000004,33.3,35.2,33.4,Zone 125,2025-11-17 16:41:20.312479+00:00,
126,35.160000000000004,33.4,35.2,33.5,Zone 126,2025-11-17 16:41:20.312479+00:00,
127,35.160000000000004,33.5,35.2,33.6,Zone 127,2025-11-17 16:41:20.312479+00:00,
128,35.160000000000004,33.599999999999994,35.2,33.699999999999996,Zone 128,2025-11-17 16:41:20.312479+00:00,
129,35.160000000000004,33.699999999999996,35.2,33.8,Zone 129,2025-11-17 16:41:20.312479+00:00,
130,35.160000000000004,33.8,35.2,33.9,Zone 130,2025-11-17 16:41:20.312479+00:00,
131,35.160000000000004,33.9,35.2,34.0,Zone 131,2025-11-17 16:41:20.312479+00:00,
132,35.160000000000004,34.0,35.2,34.1,Zone 132,2025-11-17 16:41:20.312479+00:00,
133,35.160000000000004,34.099999999999994,35.2,34.1,Zone 133,2025-11-17 16:41:20.312479+00:00,
