VehicleId,Lat,Lng,UpdatedAt
df4f6036-8a08-42cd-b4c0-8c8cf091671c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a330d6d8-7e96-43c5-a8f3-1f699027e1dd,34.69,32.96,2025-11-17 16:41:20.312479+00:00
cdb941ae-e598-4788-b224-aaaa3c970e05,34.69,32.96,2025-11-17 16:41:20.312479+00:00
18e903a0-59e4-4700-b172-1a7e3bd81b0b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
d6cc1125-1c1c-44f7-bea2-5bdf91c06f4c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
595b1638-4c77-4438-a9ea-858a824d8c82,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c07bcf13-3146-463c-b595-1eacc79576b6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e83399cd-d725-48ba-b0e1-a739e1374237,34.69,32.96,2025-11-17 16:41:20.312479+00:00
89aea9f7-bbd3-4ad1-8340-1e5347f97e52,34.69,32.96,2025-11-17 16:41:20.312479+00:00
13c02291-ef62-41ac-bb15-3d893b5eff8c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
d8442dec-3324-45dd-b758-44444e3b7232,34.69,32.96,2025-11-17 16:41:20.312479+00:00
34be5590-6895-4908-a117-074de9eb6e84,34.69,32.96,2025-11-17 16:41:20.312479+00:00
563b6f9a-5c1d-444c-b8a4-aace64187208,34.69,32.96,2025-11-17 16:41:20.312479+00:00
63ae4c43-72bc-47ca-9b21-f54246d6f547,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f0d72e90-266e-4f3e-ad53-e6c94ec87701,34.69,32.96,2025-11-17 16:41:20.312479+00:00
9cf3292b-acfd-40df-8207-64181270ab63,34.69,32.96,2025-11-17 16:41:20.312479+00:00
64b62fe4-b0cd-4aa1-8e36-3264a8e45175,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6ee93604-5382-48e1-b96f-587a5d7325ee,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6ebf6c7d-fb04-4c58-af4c-217b63687c91,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0ceb43c5-c2b3-4647-b2bd-51c26dfaf0a9,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f34070d8-14a9-406d-a3d1-38fb59da09b7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
50a7d23c-4028-41b5-8305-1310b4a9f573,34.69,32.96,2025-11-17 16:41:20.312479+00:00
88af7ade-5cec-4e3c-afb0-84798c873d98,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c627efe2-7dee-442e-98d6-9e8e6d783834,34.69,32.96,2025-11-17 16:41:20.312479+00:00
eb119ce1-49c2-4401-a299-ea266db1a709,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0df85da2-8b1b-47f4-bbc3-3dc9352680f3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4d4474b4-7249-437b-8d4e-ec6e9c77bca7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
efbe70cf-70b5-485e-bdcc-d4d36013de4d,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5dd5ec98-0422-4c05-a083-2557dfb49f62,34.69,32.96,2025-11-17 16:41:20.312479+00:00
303a2c7a-f1ab-48fe-b5a6-ea7e6681c535,34.69,32.96,2025-11-17 16:41:20.312479+00:00
01903f87-c8fc-47f0-9fa0-735c1321bfb2,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4ea1bf23-8bf6-4b1f-8fbe-071144b58fbb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f22e0a42-06c2-4999-8e6e-fbdfd4de8570,34.69,32.96,2025-11-17 16:41:20.312479+00:00
88e51020-36ec-40fa-a80f-1177a84d1ace,34.69,32.96,2025-11-17 16:41:20.312479+00:00
776a9daf-dac3-452d-82f8-7b4870bcadab,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0f3b325e-57a6-4c95-8549-ac52af4cfac8,34.69,32.96,2025-11-17 16:41:20.312479+00:00
635a5fd4-14a5-4523-8af2-cdfc877296cc,34.69,32.96,2025-11-17 16:41:20.312479+00:00
d9de5ecc-3d30-4df8-962e-dad1d593bce3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7cc064df-bf56-4cb1-a0b7-23cd4828a467,34.69,32.96,2025-11-17 16:41:20.312479+00:00
72c74612-abe3-44f5-9212-07f5acfcf2af,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c3f24a0d-37da-44a9-b7cd-b119764d59dd,34.69,32.96,2025-11-17 16:41:20.312479+00:00
018ba651-0c4c-4dac-8b4a-aff2d7da0eb2,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c0e68bce-4b65-4bb6-8082-b39c45905386,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ef0a1b5e-6f04-463f-94d3-9a7f519441ec,34.69,32.96,2025-11-17 16:41:20.312479+00:00
17f5feb9-91eb-4973-b86c-bb2690e7e53e,34.69,32.96,2025-11-17 16:41:20.312479+00:00
2da3bafa-8785-4899-bc20-30c9f7fe04e7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6b4bb647-37e7-41dd-bfe9-52a6747117bd,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3a865688-726c-40f2-bba5-c60bb15083b6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5c2a367c-1908-469b-b38d-2154b118c88b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e468eb80-07b2-420c-8cd5-d90a5437f582,34.69,32.96,2025-11-17 16:41:20.312479+00:00
112d6b68-2bc2-472c-a0c1-e9ddadfd802b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5b4b02f9-d066-4945-8cbe-8933eeaf98fb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
1bc998f0-6dea-4d3d-a60d-595766ccaf3a,34.69,32.96,2025-11-17 16:41:20.312479+00:00
64da8679-9441-4d79-8e89-837b848c40c1,34.69,32.96,2025-11-17 16:41:20.312479+00:00
358fb115-0611-4a4a-9b05-8b000823dcbf,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a5191451-62ee-4767-9c6b-dafaafd67b93,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7a03e756-3940-49ef-9461-73d2597ed612,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e5742b0d-3932-44a7-a13f-2b56345b7556,34.69,32.96,2025-11-17 16:41:20.312479+00:00
edfd06dd-03b5-48e9-80de-484b4b92d117,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ab627716-73bc-421c-aa8a-1518bf994332,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3bdc8192-f327-42ba-b8f4-733d09dd4d1c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
988f7b3d-4932-464f-92d1-5cc6cb68078c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
1f148ba9-fd9d-44d5-8aa6-19e9913545f6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
b422bb47-be45-4786-81fe-6096beac3cc9,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6a0699dd-dbbc-4277-83bc-8720a2fc9af1,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0ed71de3-c8e8-4f0e-90fb-abaef37804be,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5f6a7ce4-1509-4e01-8626-9dbd18b568a2,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c3d59b51-a5a2-42da-b66c-d8205fb2a744,34.69,32.96,2025-11-17 16:41:20.312479+00:00
225b9a70-98dd-4afb-b6b0-1db65c8d0ca4,34.69,32.96,2025-11-17 16:41:20.312479+00:00
b2469f05-c4bc-4419-81b4-7ee031669b42,34.69,32.96,2025-11-17 16:41:20.312479+00:00
77cb0e17-5632-445a-bad2-7d6d53f49851,34.69,32.96,2025-11-17 16:41:20.312479+00:00
97455149-f340-43af-a187-e160e40f5714,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f24072a8-97a0-4256-9fb0-78405a57f664,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a56f17d9-f863-4869-9c62-416f6f00ed06,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4a69f81e-257e-451c-84fd-375762f0d7b8,34.69,32.96,2025-11-17 16:41:20.312479+00:00
cd1adbc2-dc48-4ff9-aa77-2c80ca3fad10,34.69,32.96,2025-11-17 16:41:20.312479+00:00
56aaaa06-db6e-4f22-8782-d80d9593cb02,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5df13f69-1a6f-4382-b62c-780e17d2ce8b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
2d6635e8-725e-4a73-b930-573ffffda2ea,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6e9a2dd1-4649-4af5-86e4-c18173b49738,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a164a14d-28a5-4829-9b3a-134f40f2564b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0aa04c0e-2afa-4aca-8d54-a5b9da7f438c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f44c601c-53b1-40e8-be8b-1015e496de7d,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3258f0f6-cd2f-4232-ac93-ee59b7528c2f,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5d41ab8d-016b-416a-8c26-b7f10f412ef3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
9f176c1f-d7f0-4a44-ab3e-003d2226e63f,34.69,32.96,2025-11-17 16:41:20.312479+00:00
8576db09-f494-47f0-a697-2b75e5132268,34.69,32.96,2025-11-17 16:41:20.312479+00:00
8a46942c-2943-4cda-b813-6f375f8f976c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
07af1c3f-ddd3-4f14-941a-c731f95ead06,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0f475679-127a-42fb-8e65-5286435af600,34.69,32.96,2025-11-17 16:41:20.312479+00:00
dc5ed2a3-8b8c-4252-841a-02f366ee3bcb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ee2f82dc-fba5-4c1e-b77a-fc877a1f72b1,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5abb92f9-dd03-447b-b390-54ea5a8fc6c0,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c91eccf4-836a-43f1-816a-eb038c7c6cdb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4baf414b-89f5-4322-b5e5-d27ce5e8e416,34.69,32.96,2025-11-17 16:41:20.312479+00:00
1206df09-c42a-43fa-9617-c900b85b5f36,34.69,32.96,2025-11-17 16:41:20.312479+00:00
65b413a5-6841-4eae-9b9b-a469cff5d871,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7b1253f4-ac49-49ff-9287-b9770e90f2e6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
5d500378-0f0a-4737-b04b-3c53a4f7be87,34.69,32.96,2025-11-17 16:41:20.312479+00:00
9f2ad95d-d5c0-4d97-aa79-794345304982,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a61bc925-8d3b-4e41-9c1f-d916c9137816,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4b35e669-b58c-4142-a6e7-f1e5926c717d,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4306a005-8f81-4f58-99cb-97342517c8cb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
b3cb4dd7-6922-4e82-9422-46735244d5f9,34.69,32.96,2025-11-17 16:41:20.312479+00:00
061de408-a30b-4196-80c8-982d25153181,34.69,32.96,2025-11-17 16:41:20.312479+00:00
2149cbfc-449b-42b6-94ca-04b130cca4f7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
1d811375-65c0-4874-ba60-5a64f9bfe772,34.69,32.96,2025-11-17 16:41:20.312479+00:00
aa32a69d-8a8b-4b02-aaa3-34bfcd61b759,34.69,32.96,2025-11-17 16:41:20.312479+00:00
8da8ed25-fa27-44d6-b5e4-5d39d1c430fc,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7ade345d-b91c-4151-977b-ce6eb68fd4a4,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e2db7d03-f574-4c1b-b16e-55356b553260,34.69,32.96,2025-11-17 16:41:20.312479+00:00
1503f981-e356-46ea-867c-4ddbe2fc246a,34.69,32.96,2025-11-17 16:41:20.312479+00:00
4de1f5b9-03f2-461c-8694-a8ed2b76be92,34.69,32.96,2025-11-17 16:41:20.312479+00:00
18dcdd7b-46eb-495d-8084-3b67f70187d8,34.69,32.96,2025-11-17 16:41:20.312479+00:00
33a06eb5-c284-45d1-a2e4-325a50720dd8,34.69,32.96,2025-11-17 16:41:20.312479+00:00
09ac4430-4a34-4947-80eb-970862f6ea67,34.69,32.96,2025-11-17 16:41:20.312479+00:00
733d3b2a-ba0a-423b-a275-3cb048b41ca7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
12126aa8-7bc1-4ea0-9561-5fd022e8ff52,34.69,32.96,2025-11-17 16:41:20.312479+00:00
434763f5-8624-451a-8bf9-a7dd6a167aac,34.69,32.96,2025-11-17 16:41:20.312479+00:00
0976a9d5-f9fa-443d-8f63-0cd30c74a5df,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7fbd91a3-d155-42e8-84d1-23ec94d868a8,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f3aed7fd-0a19-4190-aa62-0253410940da,34.69,32.96,2025-11-17 16:41:20.312479+00:00
463c6361-21ea-42b1-8c9a-1dcb8e38db5c,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7aec46be-a8e6-4f27-b134-ceef4775ed8f,34.69,32.96,2025-11-17 16:41:20.312479+00:00
9e9e80c6-b064-4f53-b065-b41e77b0d3b7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e6f481db-2308-4914-a62f-3572700fa818,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ef3e54a0-77d9-4d24-958d-1f28b6aa22a3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f33c21fa-f555-48ff-b19c-5dd6594166b6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
8e46225a-4090-4dc7-ad65-408e557e86a9,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7d436fc0-d12d-4d28-9aa3-082e0f58c740,34.69,32.96,2025-11-17 16:41:20.312479+00:00
bb6bcd09-1d50-4a44-9971-ef630ae30df6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3b28a0f2-d080-4d09-b252-cd8534067992,34.69,32.96,2025-11-17 16:41:20.312479+00:00
d8aba743-55b7-4ec2-8254-555bac7beb97,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c619ae5b-34c2-4640-82ad-e6c7003efb33,34.69,32.96,2025-11-17 16:41:20.312479+00:00
51aad1fd-72ba-4dae-873b-03f2f1a6cd03,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6da0bfb2-8a1d-43da-9325-f706b9d76006,34.69,32.96,2025-11-17 16:41:20.312479+00:00
62d11d96-e3d0-47df-87e0-84a62305166d,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f565a341-8a94-41b2-a0f4-1d829a43cccb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
d217b186-79e6-4228-8245-34975c23a218,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f3c924bc-e2f0-4f17-8494-8f78890879b3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3193c58e-b5dd-4069-a1fb-188b052db458,34.69,32.96,2025-11-17 16:41:20.312479+00:00
78f78da6-233d-4286-97f6-9b6fbd56c332,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6955d7f4-6902-42db-ad7f-b5392888dab7,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7781c793-2c1a-4c23-aebe-0a87d75495fc,34.69,32.96,2025-11-17 16:41:20.312479+00:00
11bebd25-9af3-4feb-8401-d7ca8fbfc9c3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
60f164e4-a9d3-44fc-a0c8-118bf652b692,34.69,32.96,2025-11-17 16:41:20.312479+00:00
12f7fdc9-569c-4073-83ef-9f4d3af11483,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f497ccc9-561f-409f-b585-58519a829cfd,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c0943497-6fae-4218-83a3-3e92b88cc9cf,34.69,32.96,2025-11-17 16:41:20.312479+00:00
861a7398-00bf-4d12-bc57-cfbe04196a58,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e6133bd2-74f2-4b58-8881-33d5617008bb,34.69,32.96,2025-11-17 16:41:20.312479+00:00
a00f3bb5-f997-4848-a3cc-127bdda10e04,34.69,32.96,2025-11-17 16:41:20.312479+00:00
8d3ce522-ef07-4f65-b937-8bbc14c40223,34.69,32.96,2025-11-17 16:41:20.312479+00:00
86a9eaa3-d6fd-4560-9478-bc8b314521f2,34.69,32.96,2025-11-17 16:41:20.312479+00:00
47bb2cc2-8392-4096-94a6-479c04c7aea1,34.69,32.96,2025-11-17 16:41:20.312479+00:00
199f6c03-e4c7-4a63-b918-0d731111ed98,34.69,32.96,2025-11-17 16:41:20.312479+00:00
730b239b-1ec9-448e-a025-afa8ba0d2e39,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f51fe115-d113-41b7-bf52-89c4c88cae07,34.69,32.96,2025-11-17 16:41:20.312479+00:00
cfd87053-be1b-4aa4-8354-d94c5cfa669a,34.69,32.96,2025-11-17 16:41:20.312479+00:00
3ab2139f-44d4-4501-a4a0-b50369ed7a97,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c91ee5d5-7248-4703-8d9b-43e6a97597c9,34.69,32.96,2025-11-17 16:41:20.312479+00:00
7d218df7-9b60-4794-aed1-3255ce05c1b0,34.69,32.96,2025-11-17 16:41:20.312479+00:00
45898f7f-960f-4155-ae53-581e39eb8c27,34.69,32.96,2025-11-17 16:41:20.312479+00:00
85170f3f-b00d-4e0f-a855-e1293c054c07,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ba2101ad-a67f-4208-8534-286c4202b5aa,34.69,32.96,2025-11-17 16:41:20.312479+00:00
286b0a3b-700f-46fb-906d-fce855828f0b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
b69f5e53-5ea7-4a23-b5eb-2d04fd298290,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ba2a1ea6-ecf3-4a22-9470-6595ad5eba39,34.69,32.96,2025-11-17 16:41:20.312479+00:00
55b4624d-f1cd-4c33-9527-9c1ce2b0ddc6,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6686e7c1-8c8a-4409-a0ad-e3cff145d626,34.69,32.96,2025-11-17 16:41:20.312479+00:00
c2a34a74-74e3-42bb-aa5e-9fc91d9a1701,34.69,32.96,2025-11-17 16:41:20.312479+00:00
db7079ed-389a-410d-8588-9950792da37b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
323ffbb0-7320-4968-9f26-ed5dc54dd91f,34.69,32.96,2025-11-17 16:41:20.312479+00:00
f0af5ca4-66d8-452f-aa6c-38bb0580df81,34.69,32.96,2025-11-17 16:41:20.312479+00:00
fe8075e7-c0e6-4ac2-87b8-059307928974,34.69,32.96,2025-11-17 16:41:20.312479+00:00
bcc833cb-3952-4856-a8db-3bf6ab7ebd2e,34.69,32.96,2025-11-17 16:41:20.312479+00:00
ec92a695-2a86-4eff-a34b-eb24db2ff47b,34.69,32.96,2025-11-17 16:41:20.312479+00:00
61b79453-a146-41d7-af87-a29b1f66c871,34.69,32.96,2025-11-17 16:41:20.312479+00:00
fedfac19-79a5-4d4b-bcaa-2e7b578b8b64,34.69,32.96,2025-11-17 16:41:20.312479+00:00
6e9fe7fa-c98d-4902-ab99-77664a5848b3,34.69,32.96,2025-11-17 16:41:20.312479+00:00
cb750605-d14e-45cc-be77-c55e70170603,34.69,32.96,2025-11-17 16:41:20.312479+00:00
e84b9b54-9707-4f01-8b65-efef90be2b0d,34.69,32.96,2025-11-17 16:41:20.312479+00:00
dd3e2a35-eaae-4c89-b960-b64cbae50eef,34.69,32.96,2025-11-17 16:41:20.312479+00:00
