UserPreferencesId,UserId,NotificationsEnabled,Language,LocEnabled,Timezone,PreferredPaymentMethod,CreatedAt,UpdatedAt
dbbff4ed-67b7-4584-a2cd-d1eb9117f85c,b451d7fb-afee-46b2-ba30-cf3f69a51bb9,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
93da4a8c-ef3a-4e5d-a5fc-28affdc96c0d,1eb75ab9-0272-4f7f-9d21-146aaeb3f1e8,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
3757faa9-56cb-479d-8bbc-0b7b8921b709,e19bccbb-2cb1-4dc5-bda6-c06d36911ef5,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
f98bd42b-8e6a-47de-910c-f2dab1b769d9,77b39fea-e3a2-4f33-875f-f2a0b6f7eea9,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
a9578a53-36ef-42d4-9460-5e62d0019d85,d79a3cbb-6ab8-4188-9f53-5cd81c10fac7,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
59d2ce87-cf2b-4b98-b77e-2b7247ed3d3c,8ec16c3a-7362-4e9a-a77c-8cff1b62f99c,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
124f8ed2-a15c-4c0e-a054-4d1eb9bd7b76,8c1c1614-d0fc-4d8e-8954-2ffe0b82dba4,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
77cfbc03-1d92-46ae-bcc0-9e8ad91e5e83,26d44670-7773-4964-9106-2a537e63690b,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
460c422d-e6b1-4798-af7f-5337e1474378,40ac66a4-3aa2-46b3-953c-b4ec73047a35,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
f043963e-f669-43a2-9159-551a1f5aa699,b55cc7a7-0e18-46de-8790-119b7e81f7b0,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
33eaf27b-58fd-4f6f-b32c-006729b9673d,767f092e-4e7f-4825-9907-a4a5f6861d19,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7c4ecbe7-480e-44d5-8f65-722f7abea005,1f1f700a-9f67-4307-ae0b-5052a2019ec4,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
be03f9ea-f45e-4d51-b117-d3a9e5ea52f8,cecc65d6-01e5-4660-b3d9-f0442c646de8,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b091f908-1111-4f1c-8932-315eeb583107,35f6e2f7-c8e0-4b94-8f95-788586654a9d,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
779c23ba-f7be-41e1-9246-09e493417787,36d68ae5-1404-4c95-abcf-3e82c353f361,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
3c8e0adf-3ee5-4390-8f0f-d1c36ad041f0,8cbd1320-c82e-458d-9541-b9d457383b45,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
67c26302-5a19-4319-a5da-b96d699d2b9d,7424e2a7-7068-4ac5-8d1d-85211cf7ab3c,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5516ec62-066d-475b-beb3-531612c8e1eb,4f5bd634-9bdd-498d-b12a-2a7b3b8ef74a,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
f558a42c-594b-47a6-b8c8-8c4c523e9cd7,08c71b21-9815-49c1-a9c3-3096b610c6f8,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ae838518-d78d-46e8-b94a-b7f7d0bc48fe,27c6e5c0-7f3c-44b0-b89a-61bb0b2b8a6a,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
45e9d6f5-2a51-40fb-828a-d170446672a8,e7778643-8ef8-4f83-8853-4a7237110bd9,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
e5ac7067-7e08-43a6-b09f-8977488cee40,2d4e196c-e319-462a-87a1-03dd6a976010,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
f9f477fb-1594-46e2-98f1-e0e0e040378e,ece2b1bd-f2fc-47b2-b3c9-205a7b1617e7,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ffd67975-90a2-406b-9fd8-e884ba6563dc,2aa5a33e-2964-4d55-a704-165efb437278,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7212141d-cf2e-432b-9965-1289e9c8f781,5b7d1d2d-6daa-4b22-9c62-bc51a6d3b8cb,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
38febb34-4afe-4b2d-bd6d-d513a7a8d3c4,22c23f47-298d-4a98-9dd3-7cea43f75639,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ffcebd7a-ddde-4449-871b-47e776bf5184,604554aa-55df-4bc0-8fe8-e17807729a56,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
a6eecc6b-34b3-43c2-b651-7cc93b9334d0,d7b7d4fe-de4c-4dc2-a1fd-a9734d966b3e,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
01419da7-53d3-4eea-9c79-8ce604a489ea,89081dc5-bf4d-4f2b-b764-1e3946a8400f,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
3823c20f-e87d-48f8-8d7d-d85d8cfe2eb9,494849ad-0839-4fc8-972c-24bc345068ae,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
183e9714-bbbd-4f78-9c4e-92f7bf4ee590,fd39ce6d-e9f9-4dbd-b732-a9cabdf4d246,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
358be6c6-f248-4f86-87cf-07aae84f4167,ae548351-f982-4db8-9b40-fe7bc2820116,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5ec152e6-0bfc-4197-a193-8c23bd0082ed,cf061f10-23e9-4d9c-a9a4-7e1a978b4a08,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
df0ff5c1-93cc-4cc7-bb6e-15e5890a41b5,083b506c-52f3-4c6c-bfcd-e1252037483e,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7490e10a-ddaa-4274-b796-b3c6b5c57cc6,0a43c438-bdf0-4fd3-8b2f-a9fe6408671a,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ddec1aa6-42ac-4b46-8533-9595d162eb8d,cf8ca6b8-b7d1-4864-931a-8a7eb3ac5c19,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b6c34b01-785e-4ecc-9963-f21410d00b96,ad6db4e3-416e-4694-bb9b-5e55a52e6e3f,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
92d9c9af-642a-458a-a342-73f94dd47a43,10668438-e1fb-4773-9164-23ba526f21e9,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
4c72ab98-b06b-4b5c-8857-23ea446c4fb5,88d98a5b-3fe8-4d44-9262-e8081393a7c5,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
c367ab43-ccdd-4862-bfb2-c726539aa1ea,08e86aae-a4a6-49e4-8ef2-f0b91703e800,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
95983e52-b186-45f5-ab26-77464b117472,f3ba4c74-e21a-4f07-9f26-d672b3795616,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
1e981daf-f217-49ba-acf5-3d47f682b3ab,c6851f26-8de8-4026-a65e-96d1ea44efab,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ed18050e-6b40-4897-9995-f4ced4dc82aa,75ca8dda-8fdf-4a06-993c-51e1711fdedd,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5c263b48-56e2-4a5f-87e1-127c069180d5,3ba3dc54-cf19-4ba7-894f-4ca22f196eac,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
fc26286f-c9b0-4328-af6a-72126ab93388,a2a574bd-03e3-423d-a3a5-9d6a951657cf,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
88e07443-6e34-43de-993a-7463714143ea,cd73386d-c372-4565-a361-b8d1b7111d5c,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
256ce155-1712-4638-ae49-807f23b58386,b0577c46-0a5e-4a49-a237-d0b21d159845,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
52cc936c-eb34-490b-9f4d-5e93c58840ae,defb1475-16ed-4256-82ee-8219a17fb57e,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7b804549-e5b8-4678-b747-3cec4093c0ad,4e87f801-d07f-431e-9636-9d93148854de,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
940cd164-dda0-4b58-8d8f-1f69beaa300d,ed451c6b-52e1-4cae-a0ae-0b72adc6a99c,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
3e349029-9dc5-40db-8efe-7e1aac1c129f,d1835e01-0711-4852-afa7-f225b0f8ba23,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
865f3fe7-d623-4484-a7e6-6c6e67c103f9,57bf44ad-93c7-4da9-919c-d34c1ad51399,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
38e02b21-7605-4cf2-aa28-dc3b6dbb0bee,fa8bc81a-b9cc-41dc-a1ad-921bf62cd6a4,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7d800a33-18db-41b5-bb27-2e67920be97e,97a51194-4c6c-44de-9b49-307a7de81b22,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
3debf8fa-e903-4e91-8f07-340027aae4e6,c4a7a26c-6f5a-4ba9-b162-d93ee9e49df0,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
16a1dfe1-af40-4497-8372-0773511f5e44,d3cb6797-2f7a-494f-be18-17cd7d70b31a,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
4cc1c91f-aede-4297-ab90-0c6a007649e7,3f3c9986-3a4a-4e14-9b47-8886b582f4e1,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
cd548b1e-a30d-4a6f-8f39-751291b454da,c4d95b1a-dc68-41b3-a036-13d7dbb64d95,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
134b94be-5945-4828-97ed-f36a128994ed,bf52d3d7-04fa-4d3a-a1e2-6a60d3318bca,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
a4406b24-dfcb-4dac-a03d-b9f225e3c012,1b0588ef-1287-45c5-8f35-7f6163c76834,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
94a86372-a466-4fe5-b202-b5a629d187c0,35c1dd0a-91e0-4b1f-bf5b-52307fbe0ef6,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
d83e7168-3bb9-4ffe-bdda-0022bfdb9a0b,f5e0b3a3-17ec-4ec1-ad52-a77d82489e40,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5aaabbfd-51c2-4338-ab1a-1e6163da1908,59c480c0-ffc0-4496-b19a-151bb549bce7,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
15f21615-a890-4b85-a632-ba776207c752,5f35b574-98d2-4e30-904b-6c002b6bb81e,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
1b9c95a9-0761-41bb-87a7-6c6fe68fea67,2524582e-3940-45c9-a6b0-7a89c19673bb,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
dcb4cec9-0cec-4707-945e-7bafc970662d,c91062c8-4fcc-4791-9668-15cd198ca6f3,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
38f08866-ab2a-4a6c-be57-5c2ce8d9918b,5cd9e999-9360-4aab-96b4-74c69eaa11ec,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
821bab29-82ff-4a60-91c7-4588e6c31813,ecac87a4-b350-4d21-a89c-2b73deebffb5,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
1f188989-fa7c-4e0a-ae0a-ec74959558a7,354d8f5a-87a6-480b-bed9-497b0836f1f9,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
9b8eb632-b39b-48f1-a19c-af0716a836bb,e7ff1639-1cb7-4c6b-9ff5-78cb64576819,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
c60c3124-06c9-4785-9208-fad73bda3a22,ab499f77-ae29-4ee8-92de-94334c62ee4f,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
d47273ac-e33d-4b0a-a50d-997f300aa643,19a4b2f4-de67-484f-9865-0b8d3eb79d6f,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
12158ce1-0f7c-4b9d-b91e-c33f87318b2f,95af1693-c238-4d0e-b6fc-9fc5e2631fff,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
6c9bc347-ae7b-44eb-b644-372252c2c0de,dd189399-f3c3-473c-b93e-db8daa069a02,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
db9851fd-c132-48c2-b36e-3189959b035b,e18c87fe-cddf-43e5-996f-33d6d56e3e29,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
0520093b-bf52-46b6-a047-7dcd80e824cd,edfa8b43-7b87-498f-a523-c1d12594da49,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
4d4383bb-a9a4-45cc-ad5d-08a225c22697,4c046bd5-3567-4af0-80a0-7ce3ccb44cb8,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5fc3ff2f-bb69-4da4-892c-3294b4475a3c,0e5760f0-6df7-40dd-96e9-494520c54883,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7b912d21-5f7d-41c6-bce3-443fb6f4f54a,dfb6121e-584f-4d08-8f21-0e8ed2bbb1c1,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
72536f4a-4c6c-48a6-89b0-b645ddedf99c,339c039c-e469-4cd2-be63-d0fa22d34f90,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
8eb2242f-9694-4c3d-958d-0a88b069a1bc,71ed5937-d149-4324-9910-1b1dca0073cc,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
835eb255-570e-4ede-b4f6-aa94d5a62316,feda5c19-97df-4057-828e-e5c873a143d0,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
bcf3cc6e-237a-4d2d-a3a9-1cbaffd261f8,9356d56c-4bc2-4a73-b369-be7843823090,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
8d20688e-3b2c-4259-8c38-b05dead9169a,cd062250-75dc-4fce-a400-abc1d961ff4a,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
15856e9a-ce05-437f-b339-33b7b58690b7,af7e89b2-c015-441f-8ffb-e5edb3a868f4,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b842015a-8790-465d-b95d-7a1cad7995b9,9c790307-ee51-446a-a26b-50926d3fdeeb,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
38b3b83f-0da3-4ca0-b11c-7b94a0f8c28c,1cecd1ca-125d-4021-a0d5-f13ce55c16d1,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
21130308-d8d7-497e-8868-d3bcdbd558bc,571fb507-c4cc-46d1-bcb0-2e8bb3f259ba,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
55c6438d-3703-4212-bc8f-707362254d80,cf33a292-9acb-4d55-909d-2570c82a5582,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
10b965be-1dd0-4faa-b9a1-26808183c941,e787b342-a7b9-491f-bdbf-5da91a420c9d,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
bff52aa8-de54-4242-ad1a-b0bfee606871,225e93a9-dbac-4f97-bd8a-7ca992401716,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
505ff84f-381b-40a6-93d7-737b1f16cf7b,e39c4ee9-0535-41a6-8d1e-0ce954a96744,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
1bdd84d3-e9cb-41da-b418-f66f18d024ee,9682235f-702e-44b8-9fe4-b1549897a227,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
70ead839-21e5-4a6c-91d7-c03706c7e862,534ddc5e-1614-4a50-aff4-cb66536e818d,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
c27f01a9-fbbb-4c8c-96cd-cf6cfd206e7d,f619c86e-334f-4a65-bb4a-daddf69813b8,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7768a6ee-caf4-41af-8aee-c1fdc2c09e7d,abcb0242-f11f-462e-b06e-20b4b23ddb81,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
271f1f9a-d6d8-47c2-b01c-d69cea5f77c5,3699862a-8890-4775-836b-e78ecc05be19,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b9fe3285-6000-47b8-870c-5bb65b5ff9c1,089b77d0-c318-4cbb-abe5-ca9bc90ec207,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
365f013a-5ee3-4185-9ff8-a0042847a5d7,5259ee93-b7a0-451f-9d91-40d397b208ab,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ef41e741-7896-4af8-b424-c995acb194e0,4830d64c-c211-4df8-a00e-1aea0b62357b,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
bbd5c32e-dda8-40a3-8d8c-72b8d6293e49,45b52b9a-3911-465c-b305-436759679a33,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
29b625a3-4156-4550-8e6d-cbe4d42d25d6,0840c161-60bb-4729-8ac4-6dce1497d9b4,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
70e45ead-35da-4d22-9156-e66966e650f9,58611945-740c-4a91-bacb-b8b571951ad0,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
8a816e32-ae69-42d7-9a8b-0043b1466255,7cfcf814-27d2-4055-98ea-b6d77d970a61,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
45d86ef4-5354-4569-8730-e3a03dbb8080,653cfc79-5640-4758-87f3-e1bde76edb63,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ee9ccc21-de4d-4499-a91b-7e05b05ed26a,beff10f0-b6b3-48fa-a5bf-d2d2ec35c068,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b59dd9f9-549d-4a6b-95e3-36f24c7bd0a6,1f73740a-5af2-43e7-ad09-d6249ed04129,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
6018ea20-d408-4966-8e49-4f09a473315a,a04cf561-0d4e-48bf-bfd8-27884b98ef18,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
05afa1ad-6891-4bd4-a380-7970a503fd16,ada94599-70fd-40aa-a031-57569b87f5fc,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
8cb3a40a-9ce8-45f8-8094-e92354b4acd6,2fc4d3a6-268e-4117-85f2-2d81865c2765,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7b561de5-2a5c-4780-8151-9b25ce584d74,06d244ec-3aa9-4d81-bff3-0eb8723c923f,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
6f3e3868-b6f1-42af-8529-116552f8465b,eeb3fe64-9734-43bf-a9c5-82a37bd70fdf,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7fb3549f-33e8-4596-8593-938ebc1df924,e74a49e3-cbba-4cee-93f3-55f4cb101d90,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
f76c26f6-3172-4067-bad8-880cbeaa18d2,f775919c-d424-44f6-a40c-b4c38b3af2f4,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
5e7cecef-3793-4198-9b51-21c303b9a4a4,05599b7a-ffe6-4b8e-bfaf-daf9b30ab554,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
11163787-0f03-408b-a385-0cd624601f5d,77730cb9-7b1c-4781-8312-9d0ff94fa1da,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
0cfd7ee7-f362-4981-8dc1-e8bfbbc2a4e7,f20f5ac7-d301-491e-b3e9-f18b569f1931,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
ec703dc0-985f-4788-bdfa-11b91e50a9d1,26851a41-a99b-4466-8c3a-5ab9f88fb24c,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
eb03728d-d9e8-4552-b13a-b0db7f89770e,ab735cc2-34c1-498c-ad3a-de4b23610c73,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
bad22609-40ae-4d16-b603-f7a7a3a16f6c,68cbe6a7-d1ef-436e-aaef-a477843e0601,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
7d9e914f-f810-4c6d-aa5a-b1562bab6ffc,88dbfb4a-a00d-485d-98ae-4169ef2745fe,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
42b33a62-145a-486e-9df2-d3b4d2dddd84,5f2c7847-9545-427b-bf17-48e6c56bbeb7,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
d6255a82-49fe-49c9-adc2-ce291729fe51,ffbfc43b-d9f9-4766-9624-5980d4eb49f0,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
c91e7c2f-b7ab-4414-b6c5-2cfc90aa9143,4c04ba15-f6f2-48f5-a94c-544be5881d70,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
6d24a0ce-5412-4952-82cb-46c34adf1159,f5d3b112-2a54-4294-8c6e-1d17fca3f784,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
bc35294e-b85c-45bd-873d-3a6674b0d139,c6612750-6dae-4096-80ca-0008d561b1cc,0,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
1f8b9f64-1d4b-4782-ab30-054a9161dc0d,2b394ff7-ccfa-4938-9c5b-141f643c5032,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
b56583d4-3755-4d55-ad20-250de26efef6,986989c9-d496-4c47-970e-1d16b17cb3cc,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
e51af38d-688d-48b9-9113-eb181f25837c,ca158015-7a33-4bf3-8e1a-e406040f5020,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
fc11e1b5-c175-49f7-b894-dcb94185ea27,02a46282-5c0c-42a2-a690-2f8e7e479bbd,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
97d4c40e-5ebd-4281-bcd0-fc5743a6911f,2c6332fc-83a2-44e7-b14b-0ff80a1b6d98,0,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
15c5e2e0-9346-4269-9381-e27dff9d1de7,d10744c1-522d-476b-850a-af9361f6e244,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
a0444836-8a7f-449b-8c1c-15771ee47bfa,55e3f742-5d89-4f77-ab7b-edff2dbbca0a,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
98463bcb-891d-4804-9cd7-a3e9ea403d52,41562e4e-ee25-4aae-8657-798a7a0ea19e,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
a7ed8efc-140b-434c-aeba-76c9da36f4ee,d65c92e4-bcd8-48a6-9f39-46475519b9c6,1,el,0,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
141b53bf-6b23-4fd5-8154-330150b8b898,39881fec-54e4-4fae-9968-6715d627b2e2,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
442171ed-9d08-48a4-b8a2-f0400c00b6b2,a60a4b84-0eda-4f4b-a15e-e8fe21112d22,1,el,1,Asia/Nicosia,,2025-11-17 16:41:20.312479+00:00,
