OfferId,LegId,RecipientUserId,Status,SentAt,RespondedAt
43,20,4bb0a505-cb8c-4bdb-a339-e2c3679c8c7b,Expired,2025-11-16 01:47:47.312479+00:00,2025-11-16 01:51:49.312479+00:00
44,21,281ed1b2-4fef-448d-82d2-b4f6da3420fb,Accepted,2025-11-17 05:16:50.312479+00:00,2025-11-17 05:17:14.312479+00:00
45,21,43b2d38d-ab9c-402b-8161-212e88143a94,Declined,2025-11-17 05:17:05.312479+00:00,2025-11-17 05:23:33.312479+00:00
46,21,a22945a2-4b5b-4ef0-b716-e05c1157d61e,Declined,2025-11-17 05:17:20.312479+00:00,2025-11-17 05:23:59.312479+00:00
47,22,f1619942-cbde-4003-a532-da5d72365747,Accepted,2025-11-17 08:01:34.312479+00:00,2025-11-17 08:03:14.312479+00:00
48,22,2fab662d-a822-4809-9d45-9b58ccdac861,Expired,2025-11-17 08:01:42.312479+00:00,2025-11-17 08:07:47.312479+00:00
49,23,9caaedb7-5d4c-401a-82ca-63eab512bcf0,Accepted,2025-11-17 13:33:31.312479+00:00,2025-11-17 13:35:41.312479+00:00
50,24,a6139bb2-7232-413b-aef6-7027c65728ba,Accepted,2025-11-17 09:39:04.312479+00:00,2025-11-17 09:40:40.312479+00:00
51,25,c2a8620e-c3e8-4496-889f-67f37172a0b8,Accepted,2025-11-16 05:43:23.312479+00:00,2025-11-16 05:45:33.312479+00:00
52,25,747c5c57-d837-4214-a6f5-1328b6290a2d,Sent,2025-11-16 05:43:31.312479+00:00,
53,25,e2855eaf-cd79-49a5-bfc3-e8cfebabf7e2,Expired,2025-11-16 05:43:44.312479+00:00,2025-11-16 05:46:25.312479+00:00
54,25,89aba7d9-2d52-406e-bafe-6780997e1f94,Declined,2025-11-16 05:43:33.312479+00:00,2025-11-16 05:47:59.312479+00:00
55,26,d002a73f-8de6-43db-b92b-1fda61354a5e,Accepted,2025-11-16 23:37:58.312479+00:00,2025-11-16 23:39:16.312479+00:00
56,29,1c6207cf-40b3-4907-aa56-fce56884275c,Expired,2025-11-16 11:24:14.312479+00:00,2025-11-16 11:31:00.312479+00:00
57,29,e6555b1c-f64c-432d-91b7-6bc52f70f2ef,Expired,2025-11-16 11:23:56.312479+00:00,2025-11-16 11:29:40.312479+00:00
58,29,113c80f0-a8d3-48f3-8a0a-6290a7fd1b33,Expired,2025-11-16 11:23:56.312479+00:00,2025-11-16 11:25:27.312479+00:00
59,30,20fdd23c-2880-458d-93b2-02a481c58a7b,Accepted,2025-11-15 20:16:13.312479+00:00,2025-11-15 20:19:14.312479+00:00
60,30,dd1ca4d4-1004-4529-8c54-b0a010497888,Sent,2025-11-15 20:15:50.312479+00:00,
61,31,edab4d6e-c3de-4b95-9734-dac36ad2a943,Expired,2025-11-17 06:54:18.312479+00:00,2025-11-17 07:02:34.312479+00:00
62,31,38ed386a-538d-4b3a-a99c-4f9cef7381e1,Expired,2025-11-17 06:53:41.312479+00:00,2025-11-17 06:59:04.312479+00:00
63,33,e18eb043-6fcb-49c8-8379-28ceb2e95360,Sent,2025-11-17 06:54:03.312479+00:00,
64,33,7ac5e6c5-3f10-48c0-96ad-ee268f51c7f6,Declined,2025-11-17 06:53:35.312479+00:00,2025-11-17 06:59:16.312479+00:00
65,34,cc3438bb-e62e-4f4e-83cc-51bfbdadf62f,Accepted,2025-11-17 00:44:32.312479+00:00,2025-11-17 00:47:50.312479+00:00
66,35,3c296a54-9db1-4908-a59b-d8cfaa66766f,Accepted,2025-11-16 00:36:44.312479+00:00,2025-11-16 00:38:32.312479+00:00
67,35,8edd76c3-fb70-4c9e-a2df-b90da7af9cbb,Expired,2025-11-16 00:36:51.312479+00:00,2025-11-16 00:44:06.312479+00:00
68,36,34534b32-e53a-448c-b13a-5a6ae537a931,Sent,2025-11-17 06:42:45.312479+00:00,
69,36,177f6802-47fc-4618-a9a5-5b0e127f4033,Sent,2025-11-17 06:42:54.312479+00:00,
70,37,2b46182a-6e70-4a57-b4c7-fb98d6b73d3c,Accepted,2025-11-15 18:35:29.312479+00:00,2025-11-15 18:38:23.312479+00:00
71,37,d6242842-0b9c-4e91-b07d-693ebe4a45dc,Expired,2025-11-15 18:35:31.312479+00:00,2025-11-15 18:39:11.312479+00:00
72,38,93ac7003-8dc7-44e7-bf65-d6ec4e7899a0,Accepted,2025-11-16 02:20:22.312479+00:00,2025-11-16 02:24:50.312479+00:00
73,38,fb5df3fa-a3a6-4f22-88f6-59af675e3b15,Sent,2025-11-16 02:20:42.312479+00:00,
74,39,a0ed32e2-52df-4982-a752-e196cf4b4b32,Accepted,2025-11-15 22:16:58.312479+00:00,2025-11-15 22:19:09.312479+00:00
75,39,38788648-0b89-46a2-9655-e7ea9501124a,Expired,2025-11-15 22:16:27.312479+00:00,2025-11-15 22:16:42.312479+00:00
76,39,fd6fb799-3b9c-4efc-b7da-dd4e1e857ab7,Declined,2025-11-15 22:16:53.312479+00:00,2025-11-15 22:23:10.312479+00:00
77,40,de477ac0-fde3-458e-9f13-9b20e8d9dd93,Accepted,2025-11-17 08:01:48.312479+00:00,2025-11-17 08:03:29.312479+00:00
78,40,57763a3c-05d4-4336-90c7-2ec58fc72f66,Declined,2025-11-17 08:01:24.312479+00:00,2025-11-17 08:02:26.312479+00:00
79,41,89792ffe-8109-4291-82b9-18670d1891e3,Accepted,2025-11-16 19:56:09.312479+00:00,2025-11-16 19:56:23.312479+00:00
80,42,f9658372-5883-4550-a2ca-a7b8b51c832d,Expired,2025-11-16 19:02:50.312479+00:00,2025-11-16 19:08:53.312479+00:00
81,42,2cc74f86-7f08-4cb1-bcd5-9a4d8702c968,Expired,2025-11-16 19:02:30.312479+00:00,2025-11-16 19:11:50.312479+00:00
82,42,e11fbd4e-3b02-4926-bad0-317d6806e1ff,Declined,2025-11-16 19:02:53.312479+00:00,2025-11-16 19:10:42.312479+00:00
83,43,a7d7198f-7637-47e8-8dc6-7fcdc428399b,Accepted,2025-11-16 13:48:01.312479+00:00,2025-11-16 13:52:13.312479+00:00
84,43,45dd01a0-41ea-49e4-95e1-82d04db0970f,Sent,2025-11-16 13:47:35.312479+00:00,
85,43,d9a12359-1cde-42ce-aa68-ed39eaea2c7f,Expired,2025-11-16 13:47:57.312479+00:00,2025-11-16 13:55:13.312479+00:00
86,44,bef632e8-b02b-4295-b7b8-0c1a15c6a689,Accepted,2025-11-15 22:32:36.312479+00:00,2025-11-15 22:35:27.312479+00:00
87,45,fc114203-c7c5-4554-82b6-c604b9f61d17,Accepted,2025-11-17 04:03:15.312479+00:00,2025-11-17 04:04:48.312479+00:00
88,45,9a401cdc-d379-4a5c-80b9-9949b763e205,Sent,2025-11-17 04:02:34.312479+00:00,
89,45,65f66143-1b4a-41a6-acff-d452b19098ad,Expired,2025-11-17 04:03:00.312479+00:00,2025-11-17 04:07:09.312479+00:00
90,45,95074459-b7b0-468f-8b17-35f3424c3b4d,Sent,2025-11-17 04:02:36.312479+00:00,
91,45,2909d1b0-f243-47e5-8abc-c33016d35415,Expired,2025-11-17 04:02:29.312479+00:00,2025-11-17 04:07:19.312479+00:00
92,46,c1c117ff-c4e7-48ab-921a-fad3de016fc0,Accepted,2025-11-17 12:32:46.312479+00:00,2025-11-17 12:35:45.312479+00:00
93,46,3a8cf272-954a-4b04-840c-3bec1a7de799,Sent,2025-11-17 12:32:31.312479+00:00,
94,47,f8844f5b-0086-425b-bcce-8eb7d05755be,Accepted,2025-11-16 19:25:56.312479+00:00,2025-11-16 19:27:28.312479+00:00
95,47,1b33a4cd-bf77-4041-abfd-7f01fda8273f,Declined,2025-11-16 19:26:02.312479+00:00,2025-11-16 19:31:28.312479+00:00
96,47,172c9a72-30da-433c-841c-9f1b155cb69c,Sent,2025-11-16 19:26:11.312479+00:00,
97,47,a1a124d2-c80c-4597-a3a4-d2d308b5662d,Expired,2025-11-16 19:25:28.312479+00:00,2025-11-16 19:31:49.312479+00:00
98,48,a3c70fa0-695f-4cea-8383-efa3dc658214,Sent,2025-11-15 17:51:19.312479+00:00,
99,48,83353d52-db4e-4760-8f92-4743d403b4d6,Expired,2025-11-15 17:50:46.312479+00:00,2025-11-15 17:54:34.312479+00:00
100,48,76618cd0-5e0b-43db-afc4-67cbb00ccd13,Declined,2025-11-15 17:51:14.312479+00:00,2025-11-15 17:55:38.312479+00:00
101,48,d516314c-dd0a-4940-9dc9-013883ec6e39,Sent,2025-11-15 17:50:56.312479+00:00,
102,49,f1d69fa8-b2de-4763-859e-47819dc48d2c,Accepted,2025-11-16 02:13:56.312479+00:00,2025-11-16 02:14:44.312479+00:00
103,50,d21625d1-012c-4776-adda-f8419202ed49,Accepted,2025-11-16 23:19:07.312479+00:00,2025-11-16 23:19:37.312479+00:00
104,51,10961c5c-0c89-4b8e-be41-e1b459acf6b5,Accepted,2025-11-15 20:38:37.312479+00:00,2025-11-15 20:40:25.312479+00:00
105,54,97b0736a-7c07-4dfe-97a5-748b4944fccc,Accepted,2025-11-16 16:15:16.312479+00:00,2025-11-16 16:16:46.312479+00:00
106,54,5e1187bd-5040-41eb-acca-e487a839278b,Declined,2025-11-16 16:14:53.312479+00:00,2025-11-16 16:18:27.312479+00:00
107,53,539fac13-a071-4af9-874f-59ab0d4a80f9,Declined,2025-11-16 16:14:21.312479+00:00,2025-11-16 16:17:38.312479+00:00
108,53,c29ab660-80a6-429f-a99f-6648dad8baa5,Sent,2025-11-16 16:14:25.312479+00:00,
109,54,d3c66755-c6ef-4193-b8a4-deda062adffc,Expired,2025-11-16 16:14:35.312479+00:00,2025-11-16 16:22:49.312479+00:00
110,55,324ca809-c7f4-4169-8328-0baeeb8266ce,Accepted,2025-11-16 05:41:33.312479+00:00,2025-11-16 05:43:07.312479+00:00
111,55,68d47f78-08f9-4c6f-8917-6c7f5ce61b81,Expired,2025-11-16 05:41:43.312479+00:00,2025-11-16 05:47:08.312479+00:00
112,55,8da15f95-da69-4a8e-8afb-225d8d879174,Expired,2025-11-16 05:42:09.312479+00:00,2025-11-16 05:51:18.312479+00:00
113,55,851c418d-6eeb-431a-862e-587be22e3c6c,Declined,2025-11-16 05:42:16.312479+00:00,2025-11-16 05:42:17.312479+00:00
114,55,dea07cd6-eaaa-4dd8-9f69-fcc71e31193e,Declined,2025-11-16 05:41:45.312479+00:00,2025-11-16 05:43:02.312479+00:00
115,56,8f42cd92-2341-4971-84c9-a255b790b093,Accepted,2025-11-16 06:32:13.312479+00:00,2025-11-16 06:34:54.312479+00:00
116,57,1624958d-edc4-4630-94a3-b8756437c446,Accepted,2025-11-17 15:34:00.312479+00:00,2025-11-17 15:34:29.312479+00:00
117,57,d75dc915-aca6-44ad-9072-75c97f6e4d25,Expired,2025-11-17 15:33:49.312479+00:00,2025-11-17 15:35:45.312479+00:00
118,57,5438458b-42c7-423c-b55c-82364395e1bb,Sent,2025-11-17 15:33:21.312479+00:00,
119,57,9e1bc33e-d4f2-47f9-a744-d139e9c3b16e,Expired,2025-11-17 15:33:55.312479+00:00,2025-11-17 15:39:02.312479+00:00
120,57,a024f320-e80a-4d5a-b5ba-cf33a1f7c057,Sent,2025-11-17 15:33:58.312479+00:00,
121,59,1006c688-3d9d-42fe-9e7b-f001256de1f0,Sent,2025-11-15 16:50:31.312479+00:00,
122,60,349500c9-bb1b-4e59-9b67-b31c865cf3ae,Accepted,2025-11-16 03:01:39.312479+00:00,2025-11-16 03:05:19.312479+00:00
123,60,16d242c4-7255-4134-a21e-952fed8cd7ac,Declined,2025-11-16 03:01:44.312479+00:00,2025-11-16 03:05:36.312479+00:00
124,60,57156056-0ac2-49e3-88da-becf9f142df2,Expired,2025-11-16 03:02:13.312479+00:00,2025-11-16 03:01:52.312479+00:00
125,60,d7a431f8-8c72-4317-a1f0-fa9733eabcf8,Sent,2025-11-16 03:01:43.312479+00:00,
126,61,dd9ba124-975e-4473-a794-c4bd3baf68f6,Accepted,2025-11-17 05:51:27.312479+00:00,2025-11-17 05:54:42.312479+00:00
127,62,6a9c89c5-f1dc-4afe-ab5c-213a104cf35e,Accepted,2025-11-16 21:59:26.312479+00:00,2025-11-16 22:00:18.312479+00:00
128,62,bd2b9c70-e2ba-4a4c-8a1f-17d7627025f7,Sent,2025-11-16 21:59:54.312479+00:00,
129,62,c02e05b7-cb98-4199-9e28-28c4522b9581,Expired,2025-11-16 21:59:42.312479+00:00,2025-11-16 22:06:01.312479+00:00
130,62,cbf2fe02-8589-498d-8392-b01b0e94f642,Sent,2025-11-16 21:59:50.312479+00:00,
131,63,ccb39c79-d9ea-4c6e-846a-dd59d698c0f1,Accepted,2025-11-16 05:39:51.312479+00:00,2025-11-16 05:41:15.312479+00:00
132,63,d8147d5e-e407-47b1-9045-683718113633,Expired,2025-11-16 05:39:58.312479+00:00,2025-11-16 05:41:54.312479+00:00
133,64,97721eaa-5006-4b99-9019-7c4c4d3d6910,Expired,2025-11-17 16:10:43.312479+00:00,2025-11-17 16:18:39.312479+00:00
134,64,cb520cbf-5167-400b-a173-b03a5f4c1966,Expired,2025-11-17 16:11:05.312479+00:00,2025-11-17 16:19:14.312479+00:00
135,64,4da2b98d-3a53-41ab-9d1e-e5010838b269,Sent,2025-11-17 16:10:39.312479+00:00,
136,65,40daf9f9-c6dc-4702-bd1d-1160b8a9f0c3,Accepted,2025-11-17 12:40:29.312479+00:00,2025-11-17 12:42:53.312479+00:00
137,66,8bd49fb9-d80d-43c2-a123-d4ef8ccffc1f,Accepted,2025-11-16 19:21:37.312479+00:00,2025-11-16 19:25:03.312479+00:00
138,67,439558fe-47f2-4ddc-bd1a-e962382c11e5,Sent,2025-11-16 19:21:41.312479+00:00,
139,70,bf54b468-b69c-48e9-bc65-3f9a3e71a50a,Accepted,2025-11-16 21:30:02.312479+00:00,2025-11-16 21:31:03.312479+00:00
140,71,77527426-0235-4846-b3a6-764109cbb17b,Accepted,2025-11-16 11:39:31.312479+00:00,2025-11-16 11:43:37.312479+00:00
141,71,342b1295-187e-4290-a292-61513365394f,Declined,2025-11-16 11:40:08.312479+00:00,2025-11-16 11:42:18.312479+00:00
142,71,e2aac641-040e-46a4-af71-96880b354aa0,Sent,2025-11-16 11:39:53.312479+00:00,
143,72,5f1c0026-c12b-4410-9df2-208479ce700c,Expired,2025-11-16 10:24:00.312479+00:00,2025-11-16 10:32:45.312479+00:00
144,73,926e308a-59f1-40f1-849e-bf73da2338b6,Accepted,2025-11-17 01:39:28.312479+00:00,2025-11-17 01:41:49.312479+00:00
145,73,2c6d86ad-5ab0-41e0-bb70-c16ad9c94c58,Sent,2025-11-17 01:39:45.312479+00:00,
146,74,796f6ade-b2c5-4135-9cfa-b6aa86aca70f,Expired,2025-11-16 03:23:45.312479+00:00,2025-11-16 03:33:03.312479+00:00
147,74,cb590ecd-4071-4372-8006-bef270830399,Expired,2025-11-16 03:24:05.312479+00:00,2025-11-16 03:30:47.312479+00:00
148,74,bfe1a613-c4d1-401e-8d74-708e951254d4,Expired,2025-11-16 03:23:27.312479+00:00,2025-11-16 03:29:41.312479+00:00
149,74,291b2fb2-b3f0-4eed-a504-32dfd29e3772,Sent,2025-11-16 03:24:01.312479+00:00,
150,75,8821c3fb-984c-4c42-b081-cc3b80d063d2,Accepted,2025-11-16 10:22:04.312479+00:00,2025-11-16 10:23:07.312479+00:00
151,76,afc78268-380e-4afe-a646-a27aa47c6312,Accepted,2025-11-16 17:10:21.312479+00:00,2025-11-16 17:15:03.312479+00:00
152,76,d7106dd3-9b7b-4106-a814-0bf9405f3c9f,Declined,2025-11-16 17:11:12.312479+00:00,2025-11-16 17:11:18.312479+00:00
153,76,0c24fdec-2bd1-4167-a256-eef145cafda2,Sent,2025-11-16 17:11:03.312479+00:00,
154,77,34534b32-e53a-448c-b13a-5a6ae537a931,Expired,2025-11-17 01:08:56.312479+00:00,2025-11-17 01:11:09.312479+00:00
155,77,1155fe8f-85aa-483e-b6d7-b541b58869d8,Expired,2025-11-17 01:09:05.312479+00:00,2025-11-17 01:15:49.312479+00:00
156,79,0ff69add-037a-4f85-8334-43e9a96d7cd5,Expired,2025-11-16 22:49:12.312479+00:00,2025-11-16 22:49:04.312479+00:00
157,78,70f4d916-9636-4db3-b540-7cabb71a03bf,Expired,2025-11-16 22:49:18.312479+00:00,2025-11-16 22:55:07.312479+00:00
158,80,b83e28fc-429b-4e59-a6c5-0a00c55adf8d,Accepted,2025-11-17 16:06:26.312479+00:00,2025-11-17 16:09:06.312479+00:00
159,80,0f7b9de7-27e7-4c2f-81af-384812d897b6,Declined,2025-11-17 16:06:31.312479+00:00,2025-11-17 16:12:58.312479+00:00
160,80,25ba9c4c-7871-4c49-b68a-5db871a14c2c,Declined,2025-11-17 16:07:09.312479+00:00,2025-11-17 16:06:49.312479+00:00
161,81,12886f88-4bdf-4dc0-a2e9-bb646fb1d4e6,Accepted,2025-11-16 13:17:41.312479+00:00,2025-11-16 13:19:11.312479+00:00
162,81,4c811cda-ef6b-4002-8ca9-685452acc647,Declined,2025-11-16 13:18:19.312479+00:00,2025-11-16 13:20:00.312479+00:00
163,81,2c9dc8cf-6b73-4cdf-933d-334f00e09bd5,Expired,2025-11-16 13:17:54.312479+00:00,2025-11-16 13:25:03.312479+00:00
164,82,fd8ad45a-ee40-40a9-9719-d52578ea30fe,Accepted,2025-11-16 22:54:49.312479+00:00,2025-11-16 22:56:54.312479+00:00
165,83,7304e3a0-aecb-4c20-ba83-28f71ea3e4a8,Accepted,2025-11-16 03:19:08.312479+00:00,2025-11-16 03:18:54.312479+00:00
166,83,7244701e-620b-4c5c-8030-585984206647,Declined,2025-11-16 03:18:59.312479+00:00,2025-11-16 03:21:53.312479+00:00
167,83,5e688e25-f323-4330-9069-6d5de78381a1,Declined,2025-11-16 03:18:24.312479+00:00,2025-11-16 03:20:43.312479+00:00
168,83,3ec93907-d7a8-4d17-aa7d-c6fb827e4afe,Declined,2025-11-16 03:18:54.312479+00:00,2025-11-16 03:18:44.312479+00:00
169,84,b3c374ab-d3b9-44e8-b891-21e91f6dcc12,Accepted,2025-11-16 15:46:03.312479+00:00,2025-11-16 15:45:35.312479+00:00
170,84,dbbb5c80-73f3-4392-9e6b-6f2dcb2e4f84,Sent,2025-11-16 15:45:36.312479+00:00,
171,84,9f3181a1-d0ad-44c0-9518-c0c9144e9409,Sent,2025-11-16 15:46:14.312479+00:00,
172,85,978f1e89-4385-437b-a0aa-23565e209aac,Accepted,2025-11-17 11:39:10.312479+00:00,2025-11-17 11:41:58.312479+00:00
173,85,d99ca219-2edd-41fc-bf8f-153df43758f8,Expired,2025-11-17 11:38:56.312479+00:00,2025-11-17 11:38:31.312479+00:00
174,85,93e10358-d482-47b2-9dcd-91b2a5b8c44d,Expired,2025-11-17 11:39:02.312479+00:00,2025-11-17 11:41:57.312479+00:00
175,85,1b881444-ac21-42a4-b793-bfa74eb180ea,Declined,2025-11-17 11:39:06.312479+00:00,2025-11-17 11:39:47.312479+00:00
176,85,a63c9ca1-ed00-4eac-bbec-5fab2d8d9551,Sent,2025-11-17 11:39:10.312479+00:00,
177,86,e1d6abf0-df48-4551-8a4d-c453da0ae544,Accepted,2025-11-16 10:19:13.312479+00:00,2025-11-16 10:21:53.312479+00:00
178,86,a1a22ce2-69f1-45f2-a6fa-42d507a17d3b,Sent,2025-11-16 10:18:47.312479+00:00,
179,86,9d7197ac-dd7f-4b52-bce1-b9bf345cee0f,Expired,2025-11-16 10:18:42.312479+00:00,2025-11-16 10:19:13.312479+00:00
180,86,f884e49d-c5c0-43f7-ba4a-426733526fd9,Sent,2025-11-16 10:18:31.312479+00:00,
181,86,05794722-d520-4e75-88d6-e19b7b2f6f3f,Expired,2025-11-16 10:19:04.312479+00:00,2025-11-16 10:19:06.312479+00:00
182,89,51d26ce6-d978-4ec9-82ed-f2663b495378,Accepted,2025-11-17 12:36:52.312479+00:00,2025-11-17 12:41:16.312479+00:00
183,87,6dbd2739-4afc-4d03-a69d-b6475df0bacc,Sent,2025-11-17 12:36:57.312479+00:00,
184,91,3b0259dd-b5a6-468a-9c14-969c860df6cc,Accepted,2025-11-17 04:39:18.312479+00:00,2025-11-17 04:40:28.312479+00:00
185,91,bb57c626-7d85-420d-be29-e39030ca6d79,Sent,2025-11-17 04:39:12.312479+00:00,
186,91,0147754c-1ef8-46a2-808f-ec31a0525bf6,Sent,2025-11-17 04:38:47.312479+00:00,
187,92,a8cfa6a1-9e32-40de-9d6c-7b214260323c,Accepted,2025-11-16 20:26:26.312479+00:00,2025-11-16 20:30:47.312479+00:00
188,93,0d1b7a37-87bb-4ba6-98e7-19f3d24d49b5,Accepted,2025-11-15 21:46:32.312479+00:00,2025-11-15 21:47:16.312479+00:00
189,95,8baa18ec-3615-420f-a2e6-e7b6585b0bb1,Accepted,2025-11-16 04:32:06.312479+00:00,2025-11-16 04:32:35.312479+00:00
190,95,d061a3ca-892a-4bfc-9777-73ffcf24f85a,Declined,2025-11-16 04:31:43.312479+00:00,2025-11-16 04:38:19.312479+00:00
191,96,2309e3be-914c-406f-9a27-28b5f09ecbd3,Accepted,2025-11-16 21:11:38.312479+00:00,2025-11-16 21:14:10.312479+00:00
192,96,598369f4-ff37-49b5-8c3e-22427b3952ca,Sent,2025-11-16 21:11:31.312479+00:00,
193,96,68d47f78-08f9-4c6f-8917-6c7f5ce61b81,Expired,2025-11-16 21:11:54.312479+00:00,2025-11-16 21:15:52.312479+00:00
194,96,bb55c4a5-8502-433a-b127-5e366c99aa4e,Declined,2025-11-16 21:11:41.312479+00:00,2025-11-16 21:16:16.312479+00:00
195,96,a6933a94-0dc7-42e9-8378-3da07a0f5522,Expired,2025-11-16 21:11:46.312479+00:00,2025-11-16 21:15:31.312479+00:00
196,97,afc78268-380e-4afe-a646-a27aa47c6312,Accepted,2025-11-16 02:14:49.312479+00:00,2025-11-16 02:15:01.312479+00:00
