PointId,ZoneId,Latitude,Longitude,PointType,Name,IsPickupAllowed,IsDropoffAllowed
91,14,34.610000,33.600000,B,Bridge West,False,False
92,15,34.610404,33.722108,S,Station 1,True,True
93,15,34.611841,33.740348,S,Station 2,True,True
94,15,34.634208,33.715665,S,Station 3,True,True
95,15,34.660000,33.750000,B,Bridge North,False,False
96,15,34.610000,33.800000,B,Bridge East,False,False
97,15,34.560000,33.750000,B,Bridge South,False,False
98,15,34.610000,33.700000,B,Bridge West,False,False
99,16,34.639494,33.873693,S,Station 1,True,True
100,16,34.591431,33.895605,S,Station 2,True,True
101,16,34.584215,33.863128,S,Station 3,True,True
102,16,34.660000,33.850000,B,Bridge North,False,False
103,16,34.610000,33.900000,B,Bridge East,False,False
104,16,34.560000,33.850000,B,Bridge South,False,False
105,16,34.610000,33.800000,B,Bridge West,False,False
106,17,34.589249,33.968540,S,Station 1,True,True
107,17,34.579859,33.999495,S,Station 2,True,True
108,17,34.660000,33.950000,B,Bridge North,False,False
109,17,34.610000,34.000000,B,Bridge East,False,False
110,17,34.560000,33.950000,B,Bridge South,False,False
111,17,34.610000,33.900000,B,Bridge West,False,False
112,18,34.614274,34.039787,S,Station 1,True,True
113,18,34.607099,34.094623,S,Station 2,True,True
114,18,34.635878,34.009172,S,Station 3,True,True
115,18,34.660000,34.050000,B,Bridge North,False,False
116,18,34.610000,34.100000,B,Bridge East,False,False
117,18,34.560000,34.050000,B,Bridge South,False,False
118,18,34.610000,34.000000,B,Bridge West,False,False
119,19,34.680556,32.360437,S,Station 1,True,True
120,19,34.753077,32.385741,S,Station 2,True,True
121,19,34.725240,32.350953,S,Station 3,True,True
122,19,34.760000,32.350000,B,Bridge North,False,False
123,19,34.710000,32.400000,B,Bridge East,False,False
124,19,34.660000,32.350000,B,Bridge South,False,False
125,19,34.710000,32.300000,B,Bridge West,False,False
126,20,34.710359,32.465373,S,Station 1,True,True
127,20,34.747214,32.430995,S,Station 2,True,True
128,20,34.760000,32.450000,B,Bridge North,False,False
129,20,34.710000,32.500000,B,Bridge East,False,False
130,20,34.660000,32.450000,B,Bridge South,False,False
131,20,34.710000,32.400000,B,Bridge West,False,False
132,21,34.730356,32.564707,S,Station 1,True,True
133,21,34.757160,32.550686,S,Station 2,True,True
134,21,34.760000,32.550000,B,Bridge North,False,False
135,21,34.710000,32.600000,B,Bridge East,False,False
136,21,34.660000,32.550000,B,Bridge South,False,False
137,21,34.710000,32.500000,B,Bridge West,False,False
138,22,34.696100,32.695834,S,Station 1,True,True
139,22,34.662915,32.633125,S,Station 2,True,True
140,22,34.663032,32.607535,S,Station 3,True,True
141,22,34.760000,32.650000,B,Bridge North,False,False
142,22,34.710000,32.700000,B,Bridge East,False,False
143,22,34.660000,32.650000,B,Bridge South,False,False
144,22,34.710000,32.600000,B,Bridge West,False,False
145,23,34.660106,32.737032,S,Station 1,True,True
146,23,34.698471,32.721855,S,Station 2,True,True
147,23,34.757347,32.782324,S,Station 3,True,True
148,23,34.760000,32.750000,B,Bridge North,False,False
149,23,34.710000,32.800000,B,Bridge East,False,False
150,23,34.660000,32.750000,B,Bridge South,False,False
151,23,34.710000,32.700000,B,Bridge West,False,False
152,24,34.665874,32.825444,S,Station 1,True,True
153,24,34.746932,32.877921,S,Station 2,True,True
154,24,34.679159,32.822184,S,Station 3,True,True
155,24,34.760000,32.850000,B,Bridge North,False,False
156,24,34.710000,32.900000,B,Bridge East,False,False
157,24,34.660000,32.850000,B,Bridge South,False,False
158,24,34.710000,32.800000,B,Bridge West,False,False
159,25,34.716406,32.917833,S,Station 1,True,True
160,25,34.734958,32.909082,S,Station 2,True,True
161,25,34.711419,32.987488,S,Station 3,True,True
162,25,34.760000,32.950000,B,Bridge North,False,False
163,25,34.710000,33.000000,B,Bridge East,False,False
164,25,34.660000,32.950000,B,Bridge South,False,False
165,25,34.710000,32.900000,B,Bridge West,False,False
166,26,34.735542,33.047279,S,Station 1,True,True
167,26,34.699409,33.025281,S,Station 2,True,True
168,26,34.710887,33.003610,S,Station 3,True,True
169,26,34.760000,33.050000,B,Bridge North,False,False
170,26,34.710000,33.100000,B,Bridge East,False,False
171,26,34.660000,33.050000,B,Bridge South,False,False
172,26,34.710000,33.000000,B,Bridge West,False,False
173,27,34.717348,33.155008,S,Station 1,True,True
174,27,34.665556,33.171459,S,Station 2,True,True
175,27,34.708832,33.123615,S,Station 3,True,True
176,27,34.760000,33.150000,B,Bridge North,False,False
177,27,34.710000,33.200000,B,Bridge East,False,False
178,27,34.660000,33.150000,B,Bridge South,False,False
179,27,34.710000,33.100000,B,Bridge West,False,False
180,28,34.750172,33.277317,S,Station 1,True,True
181,28,34.740424,33.224405,S,Station 2,True,True
182,28,34.760000,33.250000,B,Bridge North,False,False
183,28,34.710000,33.300000,B,Bridge East,False,False
184,28,34.660000,33.250000,B,Bridge South,False,False
185,28,34.710000,33.200000,B,Bridge West,False,False
186,29,34.704466,33.300429,S,Station 1,True,True
187,29,34.669623,33.342250,S,Station 2,True,True
188,29,34.760000,33.350000,B,Bridge North,False,False
189,29,34.710000,33.400000,B,Bridge East,False,False
190,29,34.660000,33.350000,B,Bridge South,False,False
191,29,34.710000,33.300000,B,Bridge West,False,False
192,30,34.680211,33.417705,S,Station 1,True,True
193,30,34.668120,33.429951,S,Station 2,True,True
194,30,34.760000,33.450000,B,Bridge North,False,False
195,30,34.710000,33.500000,B,Bridge East,False,False
196,30,34.660000,33.450000,B,Bridge South,False,False
197,30,34.710000,33.400000,B,Bridge West,False,False
198,31,34.748941,33.538754,S,Station 1,True,True
199,31,34.748612,33.571476,S,Station 2,True,True
200,31,34.760000,33.550000,B,Bridge North,False,False
201,31,34.710000,33.600000,B,Bridge East,False,False
202,31,34.660000,33.550000,B,Bridge South,False,False
203,31,34.710000,33.500000,B,Bridge West,False,False
204,32,34.684203,33.601662,S,Station 1,True,True
205,32,34.686433,33.694754,S,Station 2,True,True
206,32,34.705210,33.656100,S,Station 3,True,True
207,32,34.760000,33.650000,B,Bridge North,False,False
208,32,34.710000,33.700000,B,Bridge East,False,False
209,32,34.660000,33.650000,B,Bridge South,False,False
210,32,34.710000,33.600000,B,Bridge West,False,False
211,33,34.684214,33.748551,S,Station 1,True,True
212,33,34.730127,33.736230,S,Station 2,True,True
213,33,34.688617,33.742145,S,Station 3,True,True
214,33,34.760000,33.750000,B,Bridge North,False,False
215,33,34.710000,33.800000,B,Bridge East,False,False
216,33,34.660000,33.750000,B,Bridge South,False,False
217,33,34.710000,33.700000,B,Bridge West,False,False
218,34,34.756396,33.866998,S,Station 1,True,True
219,34,34.683003,33.817484,S,Station 2,True,True
220,34,34.725534,33.835028,S,Station 3,True,True
221,34,34.760000,33.850000,B,Bridge North,False,False
222,34,34.710000,33.900000,B,Bridge East,False,False
223,34,34.660000,33.850000,B,Bridge South,False,False
224,34,34.710000,33.800000,B,Bridge West,False,False
225,35,34.736171,33.948201,S,Station 1,True,True
226,35,34.706116,33.960130,S,Station 2,True,True
227,35,34.760000,33.950000,B,Bridge North,False,False
228,35,34.710000,34.000000,B,Bridge East,False,False
229,35,34.660000,33.950000,B,Bridge South,False,False
230,35,34.710000,33.900000,B,Bridge West,False,False
231,36,34.751916,34.030282,S,Station 1,True,True
232,36,34.717384,34.080648,S,Station 2,True,True
233,36,34.748320,34.055593,S,Station 3,True,True
234,36,34.760000,34.050000,B,Bridge North,False,False
235,36,34.710000,34.100000,B,Bridge East,False,False
236,36,34.660000,34.050000,B,Bridge South,False,False
237,36,34.710000,34.000000,B,Bridge West,False,False
238,37,34.825267,32.304971,S,Station 1,True,True
239,37,34.778044,32.344094,S,Station 2,True,True
240,37,34.818586,32.387517,S,Station 3,True,True
241,37,34.860000,32.350000,B,Bridge North,False,False
242,37,34.810000,32.400000,B,Bridge East,False,False
243,37,34.760000,32.350000,B,Bridge South,False,False
244,37,34.810000,32.300000,B,Bridge West,False,False
245,38,34.767158,32.419480,S,Station 1,True,True
246,38,34.807717,32.423895,S,Station 2,True,True
247,38,34.860000,32.450000,B,Bridge North,False,False
248,38,34.810000,32.500000,B,Bridge East,False,False
249,38,34.760000,32.450000,B,Bridge South,False,False
250,38,34.810000,32.400000,B,Bridge West,False,False
251,39,34.766350,32.594637,S,Station 1,True,True
252,39,34.822509,32.595578,S,Station 2,True,True
253,39,34.806519,32.559846,S,Station 3,True,True
254,39,34.860000,32.550000,B,Bridge North,False,False
255,39,34.810000,32.600000,B,Bridge East,False,False
256,39,34.760000,32.550000,B,Bridge South,False,False
257,39,34.810000,32.500000,B,Bridge West,False,False
258,40,34.787588,32.685096,S,Station 1,True,True
259,40,34.809095,32.606129,S,Station 2,True,True
260,40,34.860000,32.650000,B,Bridge North,False,False
261,40,34.810000,32.700000,B,Bridge East,False,False
262,40,34.760000,32.650000,B,Bridge South,False,False
263,40,34.810000,32.600000,B,Bridge West,False,False
264,41,34.784566,32.728714,S,Station 1,True,True
265,41,34.834273,32.709000,S,Station 2,True,True
266,41,34.860000,32.750000,B,Bridge North,False,False
267,41,34.810000,32.800000,B,Bridge East,False,False
268,41,34.760000,32.750000,B,Bridge South,False,False
269,41,34.810000,32.700000,B,Bridge West,False,False
270,42,34.781129,32.839496,S,Station 1,True,True
271,42,34.767459,32.802780,S,Station 2,True,True
272,42,34.760349,32.842699,S,Station 3,True,True
273,42,34.860000,32.850000,B,Bridge North,False,False
274,42,34.810000,32.900000,B,Bridge East,False,False
275,42,34.760000,32.850000,B,Bridge South,False,False
276,42,34.810000,32.800000,B,Bridge West,False,False
277,43,34.817044,32.964595,S,Station 1,True,True
278,43,34.813458,32.965869,S,Station 2,True,True
279,43,34.808510,32.952166,S,Station 3,True,True
280,43,34.860000,32.950000,B,Bridge North,False,False
281,43,34.810000,33.000000,B,Bridge East,False,False
282,43,34.760000,32.950000,B,Bridge South,False,False
283,43,34.810000,32.900000,B,Bridge West,False,False
284,44,34.789582,33.067354,S,Station 1,True,True
285,44,34.813140,33.047053,S,Station 2,True,True
286,44,34.860000,33.050000,B,Bridge North,False,False
287,44,34.810000,33.100000,B,Bridge East,False,False
288,44,34.760000,33.050000,B,Bridge South,False,False
289,44,34.810000,33.000000,B,Bridge West,False,False
290,45,34.850416,33.191643,S,Station 1,True,True
291,45,34.851013,33.151893,S,Station 2,True,True
292,45,34.772229,33.149671,S,Station 3,True,True
293,45,34.860000,33.150000,B,Bridge North,False,False
294,45,34.810000,33.200000,B,Bridge East,False,False
295,45,34.760000,33.150000,B,Bridge South,False,False
296,45,34.810000,33.100000,B,Bridge West,False,False
297,46,34.782049,33.211197,S,Station 1,True,True
298,46,34.770241,33.203111,S,Station 2,True,True
299,46,34.779716,33.287388,S,Station 3,True,True
300,46,34.860000,33.250000,B,Bridge North,False,False
301,46,34.810000,33.300000,B,Bridge East,False,False
302,46,34.760000,33.250000,B,Bridge South,False,False
303,46,34.810000,33.200000,B,Bridge West,False,False
304,47,34.842402,33.355607,S,Station 1,True,True
305,47,34.787195,33.382119,S,Station 2,True,True
306,47,34.840551,33.340857,S,Station 3,True,True
307,47,34.860000,33.350000,B,Bridge North,False,False
308,47,34.810000,33.400000,B,Bridge East,False,False
309,47,34.760000,33.350000,B,Bridge South,False,False
310,47,34.810000,33.300000,B,Bridge West,False,False
311,48,34.817106,33.438527,S,Station 1,True,True
312,48,34.805925,33.436487,S,Station 2,True,True
313,48,34.765158,33.444703,S,Station 3,True,True
314,48,34.860000,33.450000,B,Bridge North,False,False
315,48,34.810000,33.500000,B,Bridge East,False,False
316,48,34.760000,33.450000,B,Bridge South,False,False
317,48,34.810000,33.400000,B,Bridge West,False,False
318,49,34.786208,33.517867,S,Station 1,True,True
319,49,34.854148,33.566355,S,Station 2,True,True
320,49,34.770048,33.598039,S,Station 3,True,True
321,49,34.860000,33.550000,B,Bridge North,False,False
322,49,34.810000,33.600000,B,Bridge East,False,False
323,49,34.760000,33.550000,B,Bridge South,False,False
324,49,34.810000,33.500000,B,Bridge West,False,False
325,50,34.800843,33.648804,S,Station 1,True,True
326,50,34.775898,33.613884,S,Station 2,True,True
327,50,34.860000,33.650000,B,Bridge North,False,False
328,50,34.810000,33.700000,B,Bridge East,False,False
329,50,34.760000,33.650000,B,Bridge South,False,False
330,50,34.810000,33.600000,B,Bridge West,False,False
331,51,34.808686,33.711056,S,Station 1,True,True
332,51,34.844320,33.746517,S,Station 2,True,True
333,51,34.798860,33.755166,S,Station 3,True,True
334,51,34.860000,33.750000,B,Bridge North,False,False
335,51,34.810000,33.800000,B,Bridge East,False,False
336,51,34.760000,33.750000,B,Bridge South,False,False
337,51,34.810000,33.700000,B,Bridge West,False,False
338,52,34.824136,33.858613,S,Station 1,True,True
339,52,34.845168,33.851958,S,Station 2,True,True
340,52,34.833538,33.822011,S,Station 3,True,True
341,52,34.860000,33.850000,B,Bridge North,False,False
342,52,34.810000,33.900000,B,Bridge East,False,False
343,52,34.760000,33.850000,B,Bridge South,False,False
344,52,34.810000,33.800000,B,Bridge West,False,False
345,53,34.825738,33.956625,S,Station 1,True,True
346,53,34.781246,33.950986,S,Station 2,True,True
347,53,34.860000,33.950000,B,Bridge North,False,False
348,53,34.810000,34.000000,B,Bridge East,False,False
349,53,34.760000,33.950000,B,Bridge South,False,False
350,53,34.810000,33.900000,B,Bridge West,False,False
351,54,34.782793,34.037860,S,Station 1,True,True
352,54,34.768964,34.096326,S,Station 2,True,True
353,54,34.860000,34.050000,B,Bridge North,False,False
354,54,34.810000,34.100000,B,Bridge East,False,False
355,54,34.760000,34.050000,B,Bridge South,False,False
356,54,34.810000,34.000000,B,Bridge West,False,False
357,55,34.959843,32.372391,S,Station 1,True,True
358,55,34.868274,32.344666,S,Station 2,True,True
359,55,34.960000,32.350000,B,Bridge North,False,False
360,55,34.910000,32.400000,B,Bridge East,False,False
361,55,34.860000,32.350000,B,Bridge South,False,False
362,55,34.910000,32.300000,B,Bridge West,False,False
363,56,34.894086,32.460093,S,Station 1,True,True
364,56,34.907573,32.499012,S,Station 2,True,True
365,56,34.960000,32.450000,B,Bridge North,False,False
366,56,34.910000,32.500000,B,Bridge East,False,False
367,56,34.860000,32.450000,B,Bridge South,False,False
368,56,34.910000,32.400000,B,Bridge West,False,False
369,57,34.917037,32.520780,S,Station 1,True,True
370,57,34.959711,32.512703,S,Station 2,True,True
371,57,34.865582,32.538631,S,Station 3,True,True
372,57,34.960000,32.550000,B,Bridge North,False,False
373,57,34.910000,32.600000,B,Bridge East,False,False
374,57,34.860000,32.550000,B,Bridge South,False,False
375,57,34.910000,32.500000,B,Bridge West,False,False
376,58,34.959417,32.697143,S,Station 1,True,True
377,58,34.865742,32.657260,S,Station 2,True,True
378,58,34.960000,32.650000,B,Bridge North,False,False
379,58,34.910000,32.700000,B,Bridge East,False,False
380,58,34.860000,32.650000,B,Bridge South,False,False
381,58,34.910000,32.600000,B,Bridge West,False,False
382,59,34.950897,32.722855,S,Station 1,True,True
383,59,34.870464,32.776121,S,Station 2,True,True
384,59,34.863011,32.748397,S,Station 3,True,True
385,59,34.960000,32.750000,B,Bridge North,False,False
386,59,34.910000,32.800000,B,Bridge East,False,False
387,59,34.860000,32.750000,B,Bridge South,False,False
388,59,34.910000,32.700000,B,Bridge West,False,False
389,60,34.930162,32.826653,S,Station 1,True,True
390,60,34.879030,32.820870,S,Station 2,True,True
391,60,34.960000,32.850000,B,Bridge North,False,False
392,60,34.910000,32.900000,B,Bridge East,False,False
393,60,34.860000,32.850000,B,Bridge South,False,False
394,60,34.910000,32.800000,B,Bridge West,False,False
395,61,34.901556,32.986734,S,Station 1,True,True
396,61,34.897944,32.912575,S,Station 2,True,True
397,61,34.929973,32.935844,S,Station 3,True,True
398,61,34.960000,32.950000,B,Bridge North,False,False
399,61,34.910000,33.000000,B,Bridge East,False,False
400,61,34.860000,32.950000,B,Bridge South,False,False
401,61,34.910000,32.900000,B,Bridge West,False,False
402,62,34.951889,33.070078,S,Station 1,True,True
403,62,34.875118,33.018690,S,Station 2,True,True
404,62,34.960000,33.050000,B,Bridge North,False,False
405,62,34.910000,33.100000,B,Bridge East,False,False
406,62,34.860000,33.050000,B,Bridge South,False,False
407,62,34.910000,33.000000,B,Bridge West,False,False
408,63,34.900706,33.164508,S,Station 1,True,True
409,63,34.931848,33.137697,S,Station 2,True,True
410,63,34.960000,33.150000,B,Bridge North,False,False
411,63,34.910000,33.200000,B,Bridge East,False,False
412,63,34.860000,33.150000,B,Bridge South,False,False
413,63,34.910000,33.100000,B,Bridge West,False,False
414,64,34.862497,33.290660,S,Station 1,True,True
415,64,34.955816,33.206637,S,Station 2,True,True
416,64,34.960000,33.250000,B,Bridge North,False,False
417,64,34.910000,33.300000,B,Bridge East,False,False
418,64,34.860000,33.250000,B,Bridge South,False,False
419,64,34.910000,33.200000,B,Bridge West,False,False
420,65,34.897539,33.340055,S,Station 1,True,True
421,65,34.917770,33.305835,S,Station 2,True,True
422,65,34.950089,33.340376,S,Station 3,True,True
423,65,34.960000,33.350000,B,Bridge North,False,False
424,65,34.910000,33.400000,B,Bridge East,False,False
425,65,34.860000,33.350000,B,Bridge South,False,False
426,65,34.910000,33.300000,B,Bridge West,False,False
427,66,34.946256,33.427296,S,Station 1,True,True
428,66,34.928457,33.403708,S,Station 2,True,True
429,66,34.960000,33.450000,B,Bridge North,False,False
430,66,34.910000,33.500000,B,Bridge East,False,False
431,66,34.860000,33.450000,B,Bridge South,False,False
432,66,34.910000,33.400000,B,Bridge West,False,False
433,67,34.874805,33.581266,S,Station 1,True,True
434,67,34.889344,33.512153,S,Station 2,True,True
435,67,34.960000,33.550000,B,Bridge North,False,False
436,67,34.910000,33.600000,B,Bridge East,False,False
437,67,34.860000,33.550000,B,Bridge South,False,False
438,67,34.910000,33.500000,B,Bridge West,False,False
439,68,34.932111,33.627414,S,Station 1,True,True
440,68,34.928947,33.697425,S,Station 2,True,True
441,68,34.960000,33.650000,B,Bridge North,False,False
442,68,34.910000,33.700000,B,Bridge East,False,False
443,68,34.860000,33.650000,B,Bridge South,False,False
444,68,34.910000,33.600000,B,Bridge West,False,False
445,69,34.901188,33.772463,S,Station 1,True,True
446,69,34.903761,33.767043,S,Station 2,True,True
447,69,34.873888,33.783810,S,Station 3,True,True
448,69,34.960000,33.750000,B,Bridge North,False,False
449,69,34.910000,33.800000,B,Bridge East,False,False
450,69,34.860000,33.750000,B,Bridge South,False,False
451,69,34.910000,33.700000,B,Bridge West,False,False
452,70,34.903823,33.807840,S,Station 1,True,True
453,70,34.914531,33.849787,S,Station 2,True,True
454,70,34.960000,33.850000,B,Bridge North,False,False
455,70,34.910000,33.900000,B,Bridge East,False,False
456,70,34.860000,33.850000,B,Bridge South,False,False
457,70,34.910000,33.800000,B,Bridge West,False,False
458,71,34.910245,33.979784,S,Station 1,True,True
459,71,34.937523,33.964267,S,Station 2,True,True
460,71,34.960000,33.950000,B,Bridge North,False,False
461,71,34.910000,34.000000,B,Bridge East,False,False
462,71,34.860000,33.950000,B,Bridge South,False,False
463,71,34.910000,33.900000,B,Bridge West,False,False
464,72,34.933428,34.055698,S,Station 1,True,True
465,72,34.926123,34.087566,S,Station 2,True,True
466,72,34.960000,34.050000,B,Bridge North,False,False
467,72,34.910000,34.100000,B,Bridge East,False,False
468,72,34.860000,34.050000,B,Bridge South,False,False
469,72,34.910000,34.000000,B,Bridge West,False,False
470,73,35.032110,32.339387,S,Station 1,True,True
471,73,34.979880,32.322762,S,Station 2,True,True
472,73,34.977739,32.354675,S,Station 3,True,True
473,73,35.060000,32.350000,B,Bridge North,False,False
474,73,35.010000,32.400000,B,Bridge East,False,False
475,73,34.960000,32.350000,B,Bridge South,False,False
476,73,35.010000,32.300000,B,Bridge West,False,False
477,74,35.039047,32.496496,S,Station 1,True,True
478,74,34.985975,32.461336,S,Station 2,True,True
479,74,35.060000,32.450000,B,Bridge North,False,False
480,74,35.010000,32.500000,B,Bridge East,False,False
481,74,34.960000,32.450000,B,Bridge South,False,False
482,74,35.010000,32.400000,B,Bridge West,False,False
483,75,34.985207,32.536560,S,Station 1,True,True
484,75,34.991499,32.536330,S,Station 2,True,True
485,75,34.993553,32.590921,S,Station 3,True,True
486,75,35.060000,32.550000,B,Bridge North,False,False
487,75,35.010000,32.600000,B,Bridge East,False,False
488,75,34.960000,32.550000,B,Bridge South,False,False
489,75,35.010000,32.500000,B,Bridge West,False,False
490,76,35.027084,32.663889,S,Station 1,True,True
491,76,35.053534,32.686947,S,Station 2,True,True
492,76,35.014135,32.656635,S,Station 3,True,True
493,76,35.060000,32.650000,B,Bridge North,False,False
494,76,35.010000,32.700000,B,Bridge East,False,False
495,76,34.960000,32.650000,B,Bridge South,False,False
496,76,35.010000,32.600000,B,Bridge West,False,False
497,77,35.013968,32.796214,S,Station 1,True,True
498,77,34.998005,32.741759,S,Station 2,True,True
499,77,35.027872,32.779871,S,Station 3,True,True
500,77,35.060000,32.750000,B,Bridge North,False,False
501,77,35.010000,32.800000,B,Bridge East,False,False
502,77,34.960000,32.750000,B,Bridge South,False,False
503,77,35.010000,32.700000,B,Bridge West,False,False
504,78,34.967934,32.896470,S,Station 1,True,True
505,78,35.007837,32.883921,S,Station 2,True,True
506,78,35.060000,32.850000,B,Bridge North,False,False
507,78,35.010000,32.900000,B,Bridge East,False,False
508,78,34.960000,32.850000,B,Bridge South,False,False
509,78,35.010000,32.800000,B,Bridge West,False,False
510,79,34.989877,32.926723,S,Station 1,True,True
511,79,34.995257,32.937409,S,Station 2,True,True
512,79,34.995701,32.941459,S,Station 3,True,True
513,79,35.060000,32.950000,B,Bridge North,False,False
514,79,35.010000,33.000000,B,Bridge East,False,False
515,79,34.960000,32.950000,B,Bridge South,False,False
516,79,35.010000,32.900000,B,Bridge West,False,False
517,80,35.044098,33.050319,S,Station 1,True,True
518,80,34.971047,33.007205,S,Station 2,True,True
519,80,35.060000,33.050000,B,Bridge North,False,False
520,80,35.010000,33.100000,B,Bridge East,False,False
521,80,34.960000,33.050000,B,Bridge South,False,False
522,80,35.010000,33.000000,B,Bridge West,False,False
523,81,35.001839,33.191556,S,Station 1,True,True
524,81,34.996977,33.191996,S,Station 2,True,True
525,81,35.060000,33.150000,B,Bridge North,False,False
526,81,35.010000,33.200000,B,Bridge East,False,False
527,81,34.960000,33.150000,B,Bridge South,False,False
528,81,35.010000,33.100000,B,Bridge West,False,False
529,82,35.038243,33.224688,S,Station 1,True,True
530,82,35.001620,33.251390,S,Station 2,True,True
531,82,35.060000,33.250000,B,Bridge North,False,False
532,82,35.010000,33.300000,B,Bridge East,False,False
533,82,34.960000,33.250000,B,Bridge South,False,False
534,82,35.010000,33.200000,B,Bridge West,False,False
535,83,35.026765,33.363585,S,Station 1,True,True
536,83,34.963520,33.306315,S,Station 2,True,True
537,83,35.053362,33.317929,S,Station 3,True,True
538,83,35.060000,33.350000,B,Bridge North,False,False
539,83,35.010000,33.400000,B,Bridge East,False,False
540,83,34.960000,33.350000,B,Bridge South,False,False
541,83,35.010000,33.300000,B,Bridge West,False,False
542,84,34.980617,33.429064,S,Station 1,True,True
